ObservationDate;Confirmed
02/10/2020;331.0
02/10/2020;299.0
02/10/2020;261.0
02/10/2020;218.0
02/10/2020;213.0
02/10/2020;210.0
02/10/2020;149.0
02/10/2020;138.0
02/10/2020;135.0
02/10/2020;119.0
02/10/2020;109.0
02/10/2020;108.0
02/10/2020;95.0
02/10/2020;83.0
02/10/2020;80.0
02/10/2020;58.0
02/10/2020;49.0
02/10/2020;49.0
02/10/2020;45.0
02/10/2020;38.0
02/10/2020;32.0
02/10/2020;27.0
02/10/2020;26.0
02/10/2020;18.0
02/10/2020;18.0
02/10/2020;18.0
02/10/2020;14.0
02/10/2020;14.0
02/10/2020;11.0
02/10/2020;10.0
02/10/2020;8.0
02/10/2020;8.0
02/10/2020;5.0
02/10/2020;4.0
02/10/2020;4.0
02/10/2020;4.0
02/10/2020;3.0
02/10/2020;3.0
02/10/2020;3.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;2.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/10/2020;1.0
02/11/2020;33366.0
02/11/2020;1177.0
02/11/2020;1117.0
02/11/2020;1105.0
02/11/2020;912.0
02/11/2020;860.0
02/11/2020;804.0
02/11/2020;515.0
02/11/2020;505.0
02/11/2020;487.0
02/11/2020;417.0
02/11/2020;360.0
02/11/2020;342.0
02/11/2020;303.0
02/11/2020;267.0
02/11/2020;239.0
02/11/2020;219.0
02/11/2020;215.0
02/11/2020;153.0
02/11/2020;144.0
02/11/2020;135.0
02/11/2020;127.0
02/11/2020;124.0
02/11/2020;111.0
02/11/2020;106.0
02/11/2020;86.0
02/11/2020;81.0
02/11/2020;58.0
02/11/2020;55.0
02/11/2020;53.0
02/11/2020;49.0
02/11/2020;47.0
02/11/2020;33.0
02/11/2020;28.0
02/11/2020;26.0
02/11/2020;18.0
02/11/2020;18.0
02/11/2020;18.0
02/11/2020;16.0
02/11/2020;15.0
02/11/2020;11.0
02/11/2020;10.0
02/11/2020;8.0
02/11/2020;8.0
02/11/2020;5.0
02/11/2020;4.0
02/11/2020;4.0
02/11/2020;4.0
02/11/2020;3.0
02/11/2020;3.0
02/11/2020;3.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;2.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/11/2020;1.0
02/12/2020;33366.0
02/12/2020;1219.0
02/12/2020;1135.0
02/12/2020;1131.0
02/12/2020;946.0
02/12/2020;889.0
02/12/2020;844.0
02/12/2020;543.0
02/12/2020;518.0
02/12/2020;497.0
02/12/2020;436.0
02/12/2020;378.0
02/12/2020;352.0
02/12/2020;311.0
02/12/2020;272.0
02/12/2020;251.0
02/12/2020;225.0
02/12/2020;222.0
02/12/2020;175.0
02/12/2020;157.0
02/12/2020;154.0
02/12/2020;133.0
02/12/2020;126.0
02/12/2020;116.0
02/12/2020;112.0
02/12/2020;87.0
02/12/2020;83.0
02/12/2020;60.0
02/12/2020;59.0
02/12/2020;58.0
02/12/2020;50.0
02/12/2020;50.0
02/12/2020;33.0
02/12/2020;28.0
02/12/2020;28.0
02/12/2020;18.0
02/12/2020;18.0
02/12/2020;18.0
02/12/2020;16.0
02/12/2020;15.0
02/12/2020;11.0
02/12/2020;10.0
02/12/2020;9.0
02/12/2020;8.0
02/12/2020;5.0
02/12/2020;4.0
02/12/2020;4.0
02/12/2020;4.0
02/12/2020;3.0
02/12/2020;3.0
02/12/2020;3.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;2.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/12/2020;1.0
02/13/2020;48206.0
02/13/2020;1241.0
02/13/2020;1169.0
02/13/2020;1145.0
02/13/2020;968.0
02/13/2020;910.0
02/13/2020;872.0
02/13/2020;570.0
02/13/2020;529.0
02/13/2020;509.0
02/13/2020;451.0
02/13/2020;395.0
02/13/2020;366.0
02/13/2020;315.0
02/13/2020;279.0
02/13/2020;265.0
02/13/2020;229.0
02/13/2020;222.0
02/13/2020;175.0
02/13/2020;157.0
02/13/2020;156.0
02/13/2020;135.0
02/13/2020;126.0
02/13/2020;119.0
02/13/2020;117.0
02/13/2020;90.0
02/13/2020;84.0
02/13/2020;64.0
02/13/2020;63.0
02/13/2020;61.0
02/13/2020;58.0
02/13/2020;53.0
02/13/2020;33.0
02/13/2020;28.0
02/13/2020;28.0
02/13/2020;19.0
02/13/2020;18.0
02/13/2020;18.0
02/13/2020;16.0
02/13/2020;16.0
02/13/2020;11.0
02/13/2020;10.0
02/13/2020;9.0
02/13/2020;8.0
02/13/2020;5.0
02/13/2020;4.0
02/13/2020;4.0
02/13/2020;4.0
02/13/2020;3.0
02/13/2020;3.0
02/13/2020;3.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;2.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/13/2020;1.0
02/14/2020;54406.0
02/14/2020;1261.0
02/14/2020;1184.0
02/14/2020;1155.0
02/14/2020;988.0
02/14/2020;934.0
02/14/2020;900.0
02/14/2020;593.0
02/14/2020;537.0
02/14/2020;523.0
02/14/2020;463.0
02/14/2020;419.0
02/14/2020;372.0
02/14/2020;318.0
02/14/2020;283.0
02/14/2020;281.0
02/14/2020;230.0
02/14/2020;226.0
02/14/2020;218.0
02/14/2020;162.0
02/14/2020;159.0
02/14/2020;140.0
02/14/2020;127.0
02/14/2020;120.0
02/14/2020;119.0
02/14/2020;90.0
02/14/2020;86.0
02/14/2020;67.0
02/14/2020;67.0
02/14/2020;65.0
02/14/2020;65.0
02/14/2020;56.0
02/14/2020;33.0
02/14/2020;29.0
02/14/2020;28.0
02/14/2020;19.0
02/14/2020;18.0
02/14/2020;18.0
02/14/2020;16.0
02/14/2020;16.0
02/14/2020;11.0
02/14/2020;10.0
02/14/2020;9.0
02/14/2020;8.0
02/14/2020;5.0
02/14/2020;4.0
02/14/2020;4.0
02/14/2020;4.0
02/14/2020;3.0
02/14/2020;3.0
02/14/2020;3.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;2.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/14/2020;1.0
02/15/2020;56249.0
02/15/2020;1294.0
02/15/2020;1212.0
02/15/2020;1162.0
02/15/2020;1001.0
02/15/2020;950.0
02/15/2020;913.0
02/15/2020;604.0
02/15/2020;544.0
02/15/2020;532.0
02/15/2020;470.0
02/15/2020;425.0
02/15/2020;375.0
02/15/2020;326.0
02/15/2020;291.0
02/15/2020;285.0
02/15/2020;285.0
02/15/2020;235.0
02/15/2020;232.0
02/15/2020;168.0
02/15/2020;162.0
02/15/2020;143.0
02/15/2020;128.0
02/15/2020;122.0
02/15/2020;119.0
02/15/2020;90.0
02/15/2020;88.0
02/15/2020;72.0
02/15/2020;70.0
02/15/2020;70.0
02/15/2020;68.0
02/15/2020;56.0
02/15/2020;43.0
02/15/2020;33.0
02/15/2020;28.0
02/15/2020;22.0
02/15/2020;18.0
02/15/2020;18.0
02/15/2020;16.0
02/15/2020;16.0
02/15/2020;12.0
02/15/2020;10.0
02/15/2020;9.0
02/15/2020;8.0
02/15/2020;5.0
02/15/2020;4.0
02/15/2020;4.0
02/15/2020;4.0
02/15/2020;3.0
02/15/2020;3.0
02/15/2020;3.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;2.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/15/2020;1.0
02/16/2020;58182.0
02/16/2020;1316.0
02/16/2020;1231.0
02/16/2020;1167.0
02/16/2020;1004.0
02/16/2020;962.0
02/16/2020;925.0
02/16/2020;617.0
02/16/2020;551.0
02/16/2020;537.0
02/16/2020;481.0
02/16/2020;445.0
02/16/2020;380.0
02/16/2020;355.0
02/16/2020;328.0
02/16/2020;300.0
02/16/2020;287.0
02/16/2020;237.0
02/16/2020;236.0
02/16/2020;171.0
02/16/2020;162.0
02/16/2020;144.0
02/16/2020;129.0
02/16/2020;124.0
02/16/2020;121.0
02/16/2020;90.0
02/16/2020;89.0
02/16/2020;75.0
02/16/2020;71.0
02/16/2020;70.0
02/16/2020;70.0
02/16/2020;59.0
02/16/2020;57.0
02/16/2020;34.0
02/16/2020;29.0
02/16/2020;22.0
02/16/2020;20.0
02/16/2020;18.0
02/16/2020;16.0
02/16/2020;16.0
02/16/2020;12.0
02/16/2020;10.0
02/16/2020;9.0
02/16/2020;9.0
02/16/2020;5.0
02/16/2020;4.0
02/16/2020;4.0
02/16/2020;4.0
02/16/2020;3.0
02/16/2020;3.0
02/16/2020;3.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;2.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/16/2020;1.0
02/17/2020;59989.0
02/17/2020;1322.0
02/17/2020;1246.0
02/17/2020;1171.0
02/17/2020;1006.0
02/17/2020;973.0
02/17/2020;930.0
02/17/2020;626.0
02/17/2020;553.0
02/17/2020;541.0
02/17/2020;495.0
02/17/2020;457.0
02/17/2020;454.0
02/17/2020;381.0
02/17/2020;333.0
02/17/2020;301.0
02/17/2020;290.0
02/17/2020;240.0
02/17/2020;238.0
02/17/2020;171.0
02/17/2020;163.0
02/17/2020;146.0
02/17/2020;130.0
02/17/2020;125.0
02/17/2020;121.0
02/17/2020;91.0
02/17/2020;89.0
02/17/2020;77.0
02/17/2020;75.0
02/17/2020;72.0
02/17/2020;70.0
02/17/2020;66.0
02/17/2020;60.0
02/17/2020;35.0
02/17/2020;30.0
02/17/2020;22.0
02/17/2020;22.0
02/17/2020;18.0
02/17/2020;16.0
02/17/2020;16.0
02/17/2020;12.0
02/17/2020;10.0
02/17/2020;9.0
02/17/2020;9.0
02/17/2020;5.0
02/17/2020;5.0
02/17/2020;4.0
02/17/2020;4.0
02/17/2020;3.0
02/17/2020;3.0
02/17/2020;3.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;2.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/17/2020;1.0
02/18/2020;61682.0
02/18/2020;1328.0
02/18/2020;1257.0
02/18/2020;1172.0
02/18/2020;1007.0
02/18/2020;982.0
02/18/2020;933.0
02/18/2020;629.0
02/18/2020;555.0
02/18/2020;543.0
02/18/2020;542.0
02/18/2020;508.0
02/18/2020;464.0
02/18/2020;387.0
02/18/2020;333.0
02/18/2020;306.0
02/18/2020;292.0
02/18/2020;242.0
02/18/2020;240.0
02/18/2020;172.0
02/18/2020;163.0
02/18/2020;146.0
02/18/2020;131.0
02/18/2020;128.0
02/18/2020;121.0
02/18/2020;91.0
02/18/2020;89.0
02/18/2020;81.0
02/18/2020;76.0
02/18/2020;74.0
02/18/2020;73.0
02/18/2020;70.0
02/18/2020;62.0
02/18/2020;35.0
02/18/2020;31.0
02/18/2020;22.0
02/18/2020;22.0
02/18/2020;18.0
02/18/2020;16.0
02/18/2020;16.0
02/18/2020;12.0
02/18/2020;10.0
02/18/2020;9.0
02/18/2020;9.0
02/18/2020;5.0
02/18/2020;5.0
02/18/2020;4.0
02/18/2020;4.0
02/18/2020;3.0
02/18/2020;3.0
02/18/2020;3.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;2.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/18/2020;1.0
02/19/2020;62031.0
02/19/2020;1331.0
02/19/2020;1262.0
02/19/2020;1174.0
02/19/2020;1008.0
02/19/2020;986.0
02/19/2020;934.0
02/19/2020;631.0
02/19/2020;621.0
02/19/2020;560.0
02/19/2020;544.0
02/19/2020;514.0
02/19/2020;470.0
02/19/2020;393.0
02/19/2020;333.0
02/19/2020;306.0
02/19/2020;293.0
02/19/2020;244.0
02/19/2020;242.0
02/19/2020;172.0
02/19/2020;168.0
02/19/2020;146.0
02/19/2020;131.0
02/19/2020;130.0
02/19/2020;121.0
02/19/2020;91.0
02/19/2020;90.0
02/19/2020;84.0
02/19/2020;84.0
02/19/2020;76.0
02/19/2020;75.0
02/19/2020;71.0
02/19/2020;63.0
02/19/2020;35.0
02/19/2020;31.0
02/19/2020;23.0
02/19/2020;22.0
02/19/2020;18.0
02/19/2020;16.0
02/19/2020;16.0
02/19/2020;12.0
02/19/2020;10.0
02/19/2020;9.0
02/19/2020;9.0
02/19/2020;5.0
02/19/2020;5.0
02/19/2020;4.0
02/19/2020;4.0
02/19/2020;3.0
02/19/2020;3.0
02/19/2020;3.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;2.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/19/2020;1.0
02/20/2020;62442.0
02/20/2020;1332.0
02/20/2020;1265.0
02/20/2020;1175.0
02/20/2020;1010.0
02/20/2020;987.0
02/20/2020;934.0
02/20/2020;634.0
02/20/2020;631.0
02/20/2020;567.0
02/20/2020;546.0
02/20/2020;520.0
02/20/2020;476.0
02/20/2020;395.0
02/20/2020;334.0
02/20/2020;307.0
02/20/2020;293.0
02/20/2020;245.0
02/20/2020;245.0
02/20/2020;174.0
02/20/2020;168.0
02/20/2020;146.0
02/20/2020;132.0
02/20/2020;131.0
02/20/2020;121.0
02/20/2020;104.0
02/20/2020;94.0
02/20/2020;91.0
02/20/2020;91.0
02/20/2020;84.0
02/20/2020;76.0
02/20/2020;75.0
02/20/2020;71.0
02/20/2020;68.0
02/20/2020;35.0
02/20/2020;24.0
02/20/2020;22.0
02/20/2020;18.0
02/20/2020;16.0
02/20/2020;16.0
02/20/2020;12.0
02/20/2020;10.0
02/20/2020;9.0
02/20/2020;9.0
02/20/2020;5.0
02/20/2020;5.0
02/20/2020;5.0
02/20/2020;4.0
02/20/2020;4.0
02/20/2020;3.0
02/20/2020;3.0
02/20/2020;3.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;2.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/20/2020;1.0
02/21/2020;62662.0
02/21/2020;1333.0
02/21/2020;1267.0
02/21/2020;1203.0
02/21/2020;1011.0
02/21/2020;988.0
02/21/2020;934.0
02/21/2020;749.0
02/21/2020;634.0
02/21/2020;631.0
02/21/2020;572.0
02/21/2020;525.0
02/21/2020;479.0
02/21/2020;396.0
02/21/2020;334.0
02/21/2020;308.0
02/21/2020;293.0
02/21/2020;246.0
02/21/2020;245.0
02/21/2020;204.0
02/21/2020;174.0
02/21/2020;168.0
02/21/2020;146.0
02/21/2020;132.0
02/21/2020;132.0
02/21/2020;121.0
02/21/2020;105.0
02/21/2020;91.0
02/21/2020;91.0
02/21/2020;85.0
02/21/2020;76.0
02/21/2020;75.0
02/21/2020;71.0
02/21/2020;68.0
02/21/2020;35.0
02/21/2020;26.0
02/21/2020;22.0
02/21/2020;20.0
02/21/2020;18.0
02/21/2020;18.0
02/21/2020;16.0
02/21/2020;16.0
02/21/2020;12.0
02/21/2020;11.0
02/21/2020;10.0
02/21/2020;9.0
02/21/2020;9.0
02/21/2020;6.0
02/21/2020;5.0
02/21/2020;5.0
02/21/2020;4.0
02/21/2020;4.0
02/21/2020;4.0
02/21/2020;3.0
02/21/2020;3.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;2.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/21/2020;1.0
02/22/2020;64084.0
02/22/2020;1339.0
02/22/2020;1270.0
02/22/2020;1205.0
02/22/2020;1013.0
02/22/2020;989.0
02/22/2020;934.0
02/22/2020;750.0
02/22/2020;634.0
02/22/2020;631.0
02/22/2020;573.0
02/22/2020;526.0
02/22/2020;479.0
02/22/2020;433.0
02/22/2020;399.0
02/22/2020;335.0
02/22/2020;309.0
02/22/2020;293.0
02/22/2020;249.0
02/22/2020;245.0
02/22/2020;174.0
02/22/2020;168.0
02/22/2020;146.0
02/22/2020;135.0
02/22/2020;132.0
02/22/2020;122.0
02/22/2020;121.0
02/22/2020;91.0
02/22/2020;91.0
02/22/2020;85.0
02/22/2020;76.0
02/22/2020;75.0
02/22/2020;71.0
02/22/2020;69.0
02/22/2020;62.0
02/22/2020;35.0
02/22/2020;28.0
02/22/2020;26.0
02/22/2020;22.0
02/22/2020;18.0
02/22/2020;16.0
02/22/2020;16.0
02/22/2020;13.0
02/22/2020;12.0
02/22/2020;11.0
02/22/2020;10.0
02/22/2020;9.0
02/22/2020;7.0
02/22/2020;6.0
02/22/2020;5.0
02/22/2020;5.0
02/22/2020;4.0
02/22/2020;4.0
02/22/2020;3.0
02/22/2020;3.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;2.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/22/2020;1.0
02/23/2020;64084.0
02/23/2020;1342.0
02/23/2020;1271.0
02/23/2020;1205.0
02/23/2020;1016.0
02/23/2020;989.0
02/23/2020;934.0
02/23/2020;754.0
02/23/2020;691.0
02/23/2020;631.0
02/23/2020;602.0
02/23/2020;575.0
02/23/2020;526.0
02/23/2020;480.0
02/23/2020;399.0
02/23/2020;335.0
02/23/2020;311.0
02/23/2020;293.0
02/23/2020;249.0
02/23/2020;245.0
02/23/2020;174.0
02/23/2020;168.0
02/23/2020;155.0
02/23/2020;147.0
02/23/2020;146.0
02/23/2020;135.0
02/23/2020;132.0
02/23/2020;121.0
02/23/2020;91.0
02/23/2020;91.0
02/23/2020;89.0
02/23/2020;76.0
02/23/2020;75.0
02/23/2020;74.0
02/23/2020;71.0
02/23/2020;43.0
02/23/2020;35.0
02/23/2020;28.0
02/23/2020;22.0
02/23/2020;18.0
02/23/2020;16.0
02/23/2020;16.0
02/23/2020;13.0
02/23/2020;12.0
02/23/2020;11.0
02/23/2020;10.0
02/23/2020;9.0
02/23/2020;7.0
02/23/2020;6.0
02/23/2020;5.0
02/23/2020;5.0
02/23/2020;4.0
02/23/2020;4.0
02/23/2020;3.0
02/23/2020;3.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;2.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;1.0
02/23/2020;0.0
02/24/2020;64287.0
02/24/2020;1345.0
02/24/2020;1271.0
02/24/2020;1205.0
02/24/2020;1016.0
02/24/2020;989.0
02/24/2020;934.0
02/24/2020;833.0
02/24/2020;755.0
02/24/2020;691.0
02/24/2020;631.0
02/24/2020;576.0
02/24/2020;527.0
02/24/2020;480.0
02/24/2020;399.0
02/24/2020;335.0
02/24/2020;311.0
02/24/2020;293.0
02/24/2020;251.0
02/24/2020;245.0
02/24/2020;229.0
02/24/2020;174.0
02/24/2020;168.0
02/24/2020;159.0
02/24/2020;146.0
02/24/2020;135.0
02/24/2020;133.0
02/24/2020;121.0
02/24/2020;93.0
02/24/2020;91.0
02/24/2020;89.0
02/24/2020;79.0
02/24/2020;76.0
02/24/2020;75.0
02/24/2020;71.0
02/24/2020;61.0
02/24/2020;36.0
02/24/2020;35.0
02/24/2020;30.0
02/24/2020;22.0
02/24/2020;18.0
02/24/2020;16.0
02/24/2020;16.0
02/24/2020;13.0
02/24/2020;13.0
02/24/2020;12.0
02/24/2020;10.0
02/24/2020;7.0
02/24/2020;6.0
02/24/2020;5.0
02/24/2020;4.0
02/24/2020;4.0
02/24/2020;3.0
02/24/2020;3.0
02/24/2020;3.0
02/24/2020;2.0
02/24/2020;2.0
02/24/2020;2.0
02/24/2020;2.0
02/24/2020;2.0
02/24/2020;2.0
02/24/2020;2.0
02/24/2020;2.0
